permit_number,lease_name,operator_name,operator_number,county_code,county_name,district,issue_date,received_date,amended_date,extended_date,spud_date,well_number,well_status,total_depth,application_type,app_type_desc,horizontal_flag,directional_flag,sidetrack_flag,surface_section,surface_block,surface_survey,surface_abstract,gis_surface_lat,gis_surface_lon,gis_bottomhole_lat,gis_bottomhole_lon,field_count,field_numbers,lease_count,survey_count,restriction_count,remark_count,address
0911574,COMPIEGNE WAGON B,VERDUN OIL & GAS LLC,884566,127,Dimmit,01,11/04/2025,11/03/2025,,,,2H,,8000,01,Drill,Y,N,N,2,,I&GN RR CO,524,28.3259879,-99.5015525,28.3351458,-99.5289412,1,12018200,0,1,2,21,
0911576,COMPIEGNE WAGON D,VERDUN OIL & GAS LLC,884566,127,Dimmit,01,11/04/2025,11/03/2025,,,,4H,,8000,01,Drill,Y,N,N,2,,I&GN RR CO,524,28.3259894,-99.5014282,28.3294173,-99.5289745,1,12018200,0,1,2,16,
0911635,SOJO-TOUCHSTONE,L.C.S. PRODUCTION COMPANY,479574,151,Fisher,08,11/06/2025,11/05/2025,,,,15,,5400,14,,N,N,N,1,9,T&P RR CO,1120,32.6164511,-100.1633709,32.6164511,-100.1633709,1,48422500,1,0,1,4,
0911556,ADAIR SAN ANDRES UNIT,HILCORP ENERGY COMPANY,386310,165,Gaines,11,11/06/2025,11/03/2025,,,,1215R,,5000,01,Drill,N,N,N,7      C,31,"PSL/ WEST, W R",664,32.9527333,-102.2889699,32.9527333,-102.2889699,1,00570001,1,0,3,4,
0911563,ADAIR SAN ANDRES UNIT,HILCORP ENERGY COMPANY,386310,165,Gaines,11,11/06/2025,11/03/2025,,,,1217R,,5000,01,Drill,N,N,N,7      C,31,"PSL/ WEST, W R",664,32.9527311,-102.2849751,32.9527311,-102.2849751,1,00570001,1,0,3,4,
0911566,ADAIR SAN ANDRES UNIT,HILCORP ENERGY COMPANY,386310,165,Gaines,11,11/05/2025,11/03/2025,,,,2313R,,5000,01,Drill,N,N,N,C,31,"PSL/ MEARS, F J",2055,32.9414169,-102.2977653,32.9414169,-102.2977653,1,00570001,1,0,3,4,
0910984,BALLER,"BLACK SWAN OPCO, LLC",101935,173,Glasscock,10,11/04/2025,10/08/2025,,,,1H,,12500,01,Drill,Y,N,N,7      3,6,T. & P. R.R. CO.,379,32.0585063,-101.7683018,32.0831475,-101.7869359,1,33998500,0,1,2,16,13 SOUTH KELLY AVE               ST
0910985,BALLER,"BLACK SWAN OPCO, LLC",101935,173,Glasscock,10,11/04/2025,10/08/2025,,,,2H,,12500,01,Drill,Y,N,N,7      3,6 T1S,T&P RR CO,379,32.0585236,-101.7682246,32.0842263,-101.7821257,1,33998500,0,1,2,16,13 SOUTH KELLY AVE               ST
0910988,SHOTCALLER,"BLACK SWAN OPCO, LLC",101935,173,Glasscock,10,11/05/2025,10/08/2025,,,,3H,,12500,01,Drill,Y,N,N,7      3,6 T1S,T&P RR CO,379,32.058541,-101.7681474,32.0853078,-101.7772993,1,33998500,0,1,2,16,13 SOUTH KELLY AVE               ST
0911000,SHOTCALLER,"BLACK SWAN OPCO, LLC",101935,173,Glasscock,10,11/05/2025,10/08/2025,,,,4H,,12500,01,Drill,Y,N,N,7      3,6 T1S,T&P RR CO,379,32.0585611,-101.7680702,32.0863573,-101.7726176,1,33998500,0,1,2,16,13 SOUTH KELLY AVE               ST
0911432,CUDA 46-3 E,DIAMONDBACK E&P LLC,217012,173,Glasscock,10,11/05/2025,10/28/2025,,,,2WB,,12500,01,Drill,Y,N,N,6      3,6 T4S,"T&P RR CO/HOLDER, T E",1105,31.726816,-101.688284,31.700256,-101.679976,1,85280300,0,1,1,16,
0911437,CUDA 46-3 I,DIAMONDBACK E&P LLC,217012,173,Glasscock,10,11/05/2025,10/28/2025,,,,4WA,,12500,01,Drill,Y,N,N,6      3,6 T4S,"T&P RR CO/HOLDER, T E",1105,31.728785,-101.680019,31.7017055,-101.6739542,1,85280300,0,1,1,16,
0911441,CUDA 46-3 L,DIAMONDBACK E&P LLC,217012,173,Glasscock,10,11/05/2025,10/28/2025,,,,4WB,,12500,01,Drill,Y,N,N,6      3,6 T4S,"T&P RR CO/HOLDER, T E",1105,31.728804,-101.679942,31.7015412,-101.6746366,1,85280300,0,1,1,16,
0911443,CUDA 46-3 M,DIAMONDBACK E&P LLC,217012,173,Glasscock,10,11/05/2025,10/28/2025,,,,5WB,,12500,01,Drill,Y,N,N,6      3,6 T4S,"T&P RR CO/HOLDER, T E",1105,31.728822,-101.679864,31.7021974,-101.6719102,1,85280300,0,1,1,16,
0909183,ELK POWELL 0893OP,OXY USA INC.,630591,173,Glasscock,10,07/14/2025,10/09/2025,11/07/2025,,09/20/2025,1H,,12000,01,Drill,Y,N,N,3,5 T3S,"T&P RR CO / BRUNSON, D W",930,31.9341222,-101.6802556,31.89925,-101.6675111,1,28899040,1,1,1,15,
0910854,POWELL 08 UNIT,OXY USA INC.,630591,173,Glasscock,10,11/07/2025,10/02/2025,,,,0891OP,,10500,09,,Y,N,N,3,5 T3S,"T&P RR CO / BRUNSON, D W",930,31.9339417,-101.6850083,31.8988187,-101.6751338,1,28899040,1,1,1,16,
0911403,M.A. SCARBROUGH,"SILVER CREEK OIL & GAS, LLC",781909,181,Grayson,13,11/06/2025,10/27/2025,,,,8,,8000,14,,N,Y,N,,,"STICKNEY, E L",1089,33.7441496,-96.880485,33.7461877,-96.8793616,2,57717300; 80631450,1,2,1,23,
0911583,THUNDER VALLEY 11 (AW),"RFE OPERATING, LLC",704776,203,Harrison,06,11/07/2025,11/04/2025,,,,11H,,11575,01,Drill,Y,N,N,14,,"HALL, S P",308,32.5190937,-94.4646107,32.488049,-94.4666479,1,16032300,0,1,1,16,521 US HWY 69 S STE 100
0911525,SLAUGHTER 34-20,V-F PETROLEUM INC.,880375,219,Hockley,11,11/04/2025,10/31/2025,,,,4,,12000,01,Drill,N,N,N,4,,CONCHO CSL,148,33.4571472,-102.4007139,33.4571472,-102.4007139,2,53759333; 53759666,2,0,2,4,BOX 1889
0911621,RICHARDS RANCH,"FX ENERGY OPERATING, LLC",257610,237,Jack,13,11/07/2025,11/05/2025,,,,N 36,,6128,14,,N,N,N,,,"HOPKINS, J E",254,33.1708083,-98.164775,33.1708083,-98.164775,1,12800001,1,0,1,4,
0910874,PUTNAM,"PALOMA OPERATING, LLC",100344,255,Karnes,02,11/04/2025,10/02/2025,,,,1,,9980,14,,N,N,N,,,"GUTIERRES, A F / BLANCO, V",3,28.7776665,-97.6646719,28.7776665,-97.6646719,4,72462001; 72467001; 72467500; 72470666,4,0,1,4,
0911413,FALKS GAS UNIT 1,"REPSOL OIL & GAS USA, LLC",703462,255,Karnes,02,11/07/2025,10/27/2025,,,,A  1H,,13900,01,Drill,Y,N,N,13,,"YORK, J A",302,28.7125527,-97.9836086,28.7283987,-97.9985015,1,86950600,0,1,2,16,
0911414,FALKS GAS UNIT 1,"REPSOL OIL & GAS USA, LLC",703462,255,Karnes,02,11/07/2025,10/27/2025,,,,A  2H,,13900,01,Drill,Y,N,N,13,,"YORK, J A",302,28.7125012,-97.9835867,28.7288921,-97.9969842,1,86950600,0,1,2,16,
0911416,FALKS GAS UNIT 1,"REPSOL OIL & GAS USA, LLC",703462,255,Karnes,02,11/07/2025,10/27/2025,,,,A  3H,,13900,01,Drill,Y,N,N,13,,"YORK, J A",302,28.7124497,-97.9835648,28.729404,-97.9953841,1,86950600,0,1,2,16,
0911417,FALKS GAS UNIT 1,"REPSOL OIL & GAS USA, LLC",703462,255,Karnes,02,11/07/2025,10/27/2025,,,,A  4H,,13900,01,Drill,Y,N,N,13,,"YORK, J A",302,28.7123977,-97.9835428,28.7299506,-97.9938381,1,86950600,0,1,2,16,
0911418,FALKS GAS UNIT 1,"REPSOL OIL & GAS USA, LLC",703462,255,Karnes,02,11/07/2025,10/27/2025,,,,A  5H,,13900,01,Drill,Y,N,N,13,,"YORK, J A",302,28.7123467,-97.9835211,28.7304757,-97.9922199,1,86950600,0,1,2,16,
0911639,"BROWN, WILLIAMS ET AL","DOUBLE M PETROPROPERTIES, INC.",224867,275,Knox,13,11/07/2025,11/06/2025,,,,1,,7000,01,Drill,N,N,N,4,,D&W RR CO,536,33.8028629,-99.8089143,33.8028629,-99.8089143,4,00022001; 04412500; 49959001; 68080500,3,0,1,4,O BOX 232
0911570,RITCHIE FARMS,VERDUN OIL EF II LLC,102886,283,La Salle,01,11/07/2025,11/03/2025,,,,1001H,,8250,01,Drill,Y,N,N,,,"EDSON, A",162,28.4703172,-99.3906912,28.4488046,-99.3796645,1,27135700,0,1,2,16,
0911571,RITCHIE FARMS,VERDUN OIL EF II LLC,102886,283,La Salle,01,11/04/2025,11/03/2025,,,,1002H,,8000,01,Drill,Y,N,N,,,"EDSON, A",162,28.4703722,-99.3906914,28.4943727,-99.406706,1,27135700,0,1,2,16,
0911544,BULLARD UNIT,"EOG RESOURCES, INC.",253162,285,Lavaca,02,11/04/2025,11/03/2025,,,,1H,,14000,01,Drill,Y,N,N,,,"BROWN, J",72,29.467935,-97.0345967,29.4817643,-97.0616122,2,22418500; 27135750,2,2,2,28,
0911550,CHAPMAN UNIT,"EOG RESOURCES, INC.",253162,285,Lavaca,02,11/04/2025,11/03/2025,,,,1H,,14000,01,Drill,Y,N,N,,,"BROWN, J",72,29.4678607,-97.0345957,29.4559322,-96.9999894,1,27135750,1,1,2,21,
0911546,HOLBROOK UNIT,"EOG RESOURCES, INC.",253162,285,Lavaca,02,11/04/2025,11/03/2025,,,,1H,,14000,01,Drill,Y,N,N,,,"BROWN, J",72,29.4680092,-97.0345977,29.4849466,-97.0596909,1,27135750,1,1,2,21,
0911545,MADDOX UNIT,"EOG RESOURCES, INC.",253162,285,Lavaca,02,11/04/2025,11/03/2025,,,,1H,,14000,01,Drill,Y,N,N,,,"BROWN, J",72,29.4677865,-97.0345947,29.4521698,-97.0019931,2,22418500; 27135750,2,2,2,28,
0911476,OBELGONER,"MB ENERGY, LLC",100147,285,Lavaca,02,11/03/2025,10/29/2025,,,,2,,9000,01,Drill,N,N,N,,,"CAMPBELL, J",6,29.4736361,-96.9380306,29.4736361,-96.9380306,10,00004001; 38241325; 38241375; 38241445; 38241500; 38241562; 38241625; 38241750; 38241925; 38245300,0,0,1,4,
0723650,POGUE UNIT A BE G,BURLINGTON RESOURCES O & G CO LP,109333,297,Live Oak,02,09/08/2011,10/28/2025,11/05/2025,,11/11/2011,1,,12600,01,Drill,Y,N,N,22,,"JACOBS, W",266,28.6866748,-98.085071,28.6999357,-98.0946646,1,86950600,1,1,3,13,
0840473,POGUE UNIT A CD,BURLINGTON RESOURCES O & G CO LP,109333,297,Live Oak,02,12/31/2018,10/28/2025,11/06/2025,,10/24/2018,7,,17000,01,Drill,Y,N,N,1,,"HULZAR, J F",221,28.6871384,-98.098027,28.7103655,-98.1100657,1,86950600,1,1,2,12,
0840554,POGUE UNIT A CD G,BURLINGTON RESOURCES O & G CO LP,109333,297,Live Oak,02,12/31/2018,11/05/2025,11/07/2025,,10/22/2018,9,,17000,01,Drill,Y,N,N,1,,"HULZAR, J F",221,28.687138,-98.0979677,28.7104102,-98.1089453,1,86950600,1,1,2,12,
0840547,POGUE UNIT A CDE,BURLINGTON RESOURCES O & G CO LP,109333,297,Live Oak,02,12/31/2018,10/28/2025,11/05/2025,,10/18/2018,8,,17000,01,Drill,Y,N,N,1,,"HULZAR, J F",221,28.6871371,-98.097843,28.7103982,-98.1079783,1,86950600,1,1,2,12,
0910809,POGUE UNIT A E,BURLINGTON RESOURCES O & G CO LP,109333,297,Live Oak,02,11/06/2025,09/30/2025,,,,2,,11857,14,,Y,N,N,1,,"HULZAR, J F",221,28.6973215,-98.0953274,28.709711,-98.1001174,1,86950600,0,1,2,17,
0820924,UL 19 STONEFLY D,PDEH LLC,646827,301,Loving,10,12/13/2016,10/29/2025,11/04/2025,,01/18/2017,1506H,W,12000,01,Drill,Y,N,N,1,9,UL,U8,31.6946472,-103.4250389,31.6649615,-103.4178244,1,71052900,1,1,3,28,
0911579,BRAZOS 1-64,WES WATER HOLDINGS LLC,101366,301,Loving,10,11/04/2025,11/03/2025,,,,1D,,9000,01,Drill,N,N,N,4      1,,"W&NW RR CO / HOBBY, E",952,31.7039199,-103.5369128,31.7039199,-103.5369128,1,96742300,1,0,2,4,
0911578,LLANO 1-61,WES WATER HOLDINGS LLC,101366,301,Loving,10,11/06/2025,11/03/2025,,,,1D,,9000,01,Drill,N,N,N,1      1,,W&NW RR CO,185,31.7125746,-103.4991922,31.7125746,-103.4991922,1,92145500,1,0,2,4,
0911577,TRINITY 1-52,WES WATER HOLDINGS LLC,101366,301,Loving,10,11/04/2025,11/03/2025,,,,1D,,9000,01,Drill,N,N,N,2      1,,"W&NW RR CO / WILLIAMS, B E",452,31.6812616,-103.5063893,31.6812616,-103.5063893,1,92145500,1,0,2,4,
0911555,BILLIKEN (AW),"RFE OPERATING, LLC",704776,315,Marion,06,11/07/2025,11/03/2025,,,,1H,,9700,01,Drill,Y,N,N,,,"LANE, D",241,32.73947,-94.222681,32.7132,-94.213899,1,98563083,0,1,1,16,
0911646,BREEDLOVE URSA,DEEP BLUE OPERATING I LLC,101491,317,Martin,10,11/07/2025,11/06/2025,,,,2D,,5500,14,,N,N,N,,,BRISCOE CSL  LGE 256,595,32.4214611,-102.1193861,32.4214611,-102.1193861,1,85280300,0,0,2,4,
0860110,DYER-KILGORE H 25-34,"PIONEER NATURAL RES. USA, INC.",665748,317,Martin,10,01/28/2020,10/24/2025,11/06/2025,,01/28/2020,4308H,W,9500,01,Drill,Y,N,N,5      3,5 T3N,T&P RR CO,96,32.4722362,-101.7948774,32.4442898,-101.7892539,1,85280300,1,1,1,12,
0911529,EPLEY-GLASSCOCK E8J,"PIONEER NATURAL RES. USA, INC.",665748,317,Martin,10,11/05/2025,10/31/2025,,,,210HM,,10505,01,Drill,Y,N,N,3,6 T1N,"T&P RR CO / EPLEY, J F",735,32.2475442,-101.8820015,32.2222684,-101.8728423,1,85280300,0,1,2,28,
0894395,KATHLEEN-FLANAGAN 10B,"PIONEER NATURAL RES. USA, INC.",665748,317,Martin,10,11/14/2023,10/29/2025,11/06/2025,,11/08/2024,102H,,9340,01,Drill,Y,N,N,0      3,7 T1S,"T&P RR CO / DAY, J S",645,32.114227,-101.918662,32.064906,-101.904421,1,85280300,1,1,1,12,
0911648,SAGUARO SWD 2,"STONEHILL MARTIN, LLC",823798,317,Martin,10,11/07/2025,11/06/2025,,,,2,,5200,01,Drill,N,N,N,6      3,7 T1N,"T&P RR CO / EVANS, W H",934,32.1839319,-101.9039462,32.1839319,-101.9039462,1,85280300,1,0,2,4,DESTA DRIVE STE 3700
0902358,SHACKELFORD 29-17K,"PIONEER NATURAL RES. USA, INC.",665748,329,Midland,10,08/30/2024,10/29/2025,11/03/2025,,12/07/2024,11H,,10464,01,Drill,Y,N,N,0      3,8 T3S,"T&P RR CO / GOOD, E C",914,31.8029964,-101.885494,31.8378322,-101.8978127,1,85280300,1,1,1,12,
0911636,COBRA 15-22,BAYSWATER OPERATING COMPANY LLC,058827,335,Mitchell,10,11/07/2025,11/05/2025,,,,H  3W,,7100,01,Drill,Y,N,N,0      2,9 T1N,"T&P RR CO / FOUCH, W S",1344,32.407413,-101.1476918,32.3901339,-101.1411822,1,85280300,0,1,1,16,0 17TH ST STE 500
0911569,ENDLESS DUNE 10-3,BAYSWATER OPERATING COMPANY LLC,058827,335,Mitchell,10,11/06/2025,11/03/2025,,,,H  3W,,7100,01,Drill,Y,N,N,0      2,9 T1N,"T&P RR CO / FOUCH, W S",1344,32.4073996,-101.1477545,32.434418,-101.1569409,1,85280300,0,1,1,16,0 17TH ST STE 500
0911452,MANGHAM UNIT,"SHERIDAN PRODUCTION CO III, LLC",775851,365,Panola,06,11/03/2025,10/28/2025,,,,23,,9670,14,,N,N,N,,,"ROBERTS, G B",565,32.2147204,-94.3352264,32.2147204,-94.3352264,1,16032928,1,0,1,4,
